#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
../data/raw/genomes/GCF_040529225.1_ASM4052922v1_genomic.fna.gz	NZ_CP159518.1	3714260	3715459	+	(Tet)tetB	1-1200/1206	===============	0/0	99.50	99.75	argannot	AB089594:1-1206	(Tet)tetB	
../data/raw/genomes/GCF_040529225.1_ASM4052922v1_genomic.fna.gz	NZ_CP159518.1	3718910	3719731	+	(Bla)blaOXA-23	1-822/822	===============	0/0	100.00	100.00	argannot	EF120622:1499-2320	(Bla)blaOXA-23	
../data/raw/genomes/GCF_040529225.1_ASM4052922v1_genomic.fna.gz	NZ_CP159518.1	3732895	3733710	-	(Sul)sul2	1-816/816	===============	0/0	100.00	100.00	argannot	EU360945:1617-2432	(Sul)sul2	
../data/raw/genomes/GCF_040529225.1_ASM4052922v1_genomic.fna.gz	NZ_CP159518.1	3826294	3827082	-	(AGly)ant(3'')-IIa	1-789/789	===============	0/0	100.00	97.97	argannot	NG_054648:101-889	(AGly)ant(3'')-IIa	
../data/raw/genomes/GCF_040529225.1_ASM4052922v1_genomic.fna.gz	NZ_CP159518.1	3875663	3876484	-	(Bla)blaOXA-23	1-822/822	===============	0/0	100.00	100.00	argannot	EF120622:1499-2320	(Bla)blaOXA-23	
../data/raw/genomes/GCF_040529235.1_ASM4052923v1_genomic.fna.gz	NZ_CP159519.1	851299	852261	+	(Bla)Zn-dependent_hydrolase	1-963/963	===============	0/0	100.00	98.75	argannot	NC_010410:882015-882977	(Bla)Zn-dependent_hydrolase	
../data/raw/genomes/GCF_040529235.1_ASM4052923v1_genomic.fna.gz	NZ_CP159519.1	1158748	1159899	-	(Bla)blaADC-73	1-1152/1152	===============	0/0	100.00	100.00	argannot	KP881233:1-1152	(Bla)blaADC-73	
../data/raw/genomes/GCF_040529235.1_ASM4052923v1_genomic.fna.gz	NZ_CP159519.1	1335723	1336496	+	(AGly)armA	1-774/774	===============	0/0	100.00	100.00	argannot	AY220558:1978-2751	(AGly)armA	
../data/raw/genomes/GCF_040529235.1_ASM4052923v1_genomic.fna.gz	NZ_CP159519.1	1338795	1340270	+	(MLS)msr(E)	1-1476/1476	===============	0/0	100.00	100.00	argannot	JF769133:7246-8721	(MLS)msr(E)	
../data/raw/genomes/GCF_040529235.1_ASM4052923v1_genomic.fna.gz	NZ_CP159519.1	1340326	1341210	+	(MLS)mph(E)	1-885/885	===============	0/0	100.00	99.89	argannot	JF769133:8777-9661	(MLS)mph(E)	
../data/raw/genomes/GCF_040529235.1_ASM4052923v1_genomic.fna.gz	NZ_CP159519.1	1813199	1814216	-	(Bla)BlaA1	1-1018/1020	===============	0/0	99.80	91.94	argannot	NC_010410:1803480-1804499	(Bla)BlaA1	
../data/raw/genomes/GCF_040529235.1_ASM4052923v1_genomic.fna.gz	NZ_CP159519.1	2011565	2012260	-	(Bla)Mbl	1-696/696	===============	0/0	100.00	98.56	argannot	NC_010410:c1997136-1996441	(Bla)Mbl	
../data/raw/genomes/GCF_040529235.1_ASM4052923v1_genomic.fna.gz	NZ_CP159519.1	2197716	2198540	+	(Bla)blaOXA-66	1-825/825	===============	0/0	100.00	100.00	argannot	EF051061:485-1309	(Bla)blaOXA-66	
../data/raw/genomes/GCF_040529235.1_ASM4052923v1_genomic.fna.gz	NZ_CP159519.1	2514157	2515422	+	(Bla)BlaA2	6-1274/1275	========/======	1/3	99.29	96.38	argannot	NC_010410:2507740-2509014	(Bla)BlaA2	
../data/raw/genomes/GCF_040529235.1_ASM4052923v1_genomic.fna.gz	NZ_CP159519.1	2637116	2637976	-	(Bla)blaTEM-1D	1-861/861	===============	0/0	100.00	100.00	argannot	AF188200:215-1075	(Bla)blaTEM-1D	
../data/raw/genomes/GCF_040529235.1_ASM4052923v1_genomic.fna.gz	NZ_CP159519.1	3709913	3710716	+	(AGly)strA	1-804/804	===============	0/0	100.00	100.00	argannot	AB366441:22458-23261	(AGly)strA	
../data/raw/genomes/GCF_040529235.1_ASM4052923v1_genomic.fna.gz	NZ_CP159519.1	3710716	3711552	+	(AGly)strB	1-837/837	===============	0/0	100.00	100.00	argannot	FJ474091:264-1100	(AGly)strB	
../data/raw/genomes/GCF_040529235.1_ASM4052923v1_genomic.fna.gz	NZ_CP159519.1	3714925	3716124	+	(Tet)tetB	1-1200/1206	===============	0/0	99.50	99.75	argannot	AB089594:1-1206	(Tet)tetB	
../data/raw/genomes/GCF_040529235.1_ASM4052923v1_genomic.fna.gz	NZ_CP159519.1	3719575	3720396	+	(Bla)blaOXA-23	1-822/822	===============	0/0	100.00	100.00	argannot	EF120622:1499-2320	(Bla)blaOXA-23	
../data/raw/genomes/GCF_040529235.1_ASM4052923v1_genomic.fna.gz	NZ_CP159519.1	3733560	3734375	-	(Sul)sul2	1-816/816	===============	0/0	100.00	100.00	argannot	EU360945:1617-2432	(Sul)sul2	
../data/raw/genomes/GCF_040529235.1_ASM4052923v1_genomic.fna.gz	NZ_CP159519.1	3826959	3827747	-	(AGly)ant(3'')-IIa	1-789/789	===============	0/0	100.00	97.97	argannot	NG_054648:101-889	(AGly)ant(3'')-IIa	
../data/raw/genomes/GCF_040529235.1_ASM4052923v1_genomic.fna.gz	NZ_CP159519.1	3876328	3877149	-	(Bla)blaOXA-23	1-822/822	===============	0/0	100.00	100.00	argannot	EF120622:1499-2320	(Bla)blaOXA-23	
../data/raw/genomes/GCF_040529255.1_ASM4052925v1_genomic.fna.gz	NZ_CP159521.1	851300	852262	+	(Bla)Zn-dependent_hydrolase	1-963/963	===============	0/0	100.00	98.75	argannot	NC_010410:882015-882977	(Bla)Zn-dependent_hydrolase	
../data/raw/genomes/GCF_040529255.1_ASM4052925v1_genomic.fna.gz	NZ_CP159521.1	1158749	1159900	-	(Bla)blaADC-73	1-1152/1152	===============	0/0	100.00	100.00	argannot	KP881233:1-1152	(Bla)blaADC-73	
../data/raw/genomes/GCF_040529255.1_ASM4052925v1_genomic.fna.gz	NZ_CP159521.1	1335724	1336497	+	(AGly)armA	1-774/774	===============	0/0	100.00	100.00	argannot	AY220558:1978-2751	(AGly)armA	
../data/raw/genomes/GCF_040529255.1_ASM4052925v1_genomic.fna.gz	NZ_CP159521.1	1338796	1340271	+	(MLS)msr(E)	1-1476/1476	===============	0/0	100.00	100.00	argannot	JF769133:7246-8721	(MLS)msr(E)	
../data/raw/genomes/GCF_040529255.1_ASM4052925v1_genomic.fna.gz	NZ_CP159521.1	1340327	1341211	+	(MLS)mph(E)	1-885/885	===============	0/0	100.00	99.89	argannot	JF769133:8777-9661	(MLS)mph(E)	
../data/raw/genomes/GCF_040529255.1_ASM4052925v1_genomic.fna.gz	NZ_CP159521.1	1813200	1814217	-	(Bla)BlaA1	1-1018/1020	===============	0/0	99.80	91.94	argannot	NC_010410:1803480-1804499	(Bla)BlaA1	
../data/raw/genomes/GCF_040529255.1_ASM4052925v1_genomic.fna.gz	NZ_CP159521.1	2012079	2012774	-	(Bla)Mbl	1-696/696	===============	0/0	100.00	98.56	argannot	NC_010410:c1997136-1996441	(Bla)Mbl	
../data/raw/genomes/GCF_040529255.1_ASM4052925v1_genomic.fna.gz	NZ_CP159521.1	2198230	2199054	+	(Bla)blaOXA-66	1-825/825	===============	0/0	100.00	100.00	argannot	EF051061:485-1309	(Bla)blaOXA-66	
../data/raw/genomes/GCF_040529255.1_ASM4052925v1_genomic.fna.gz	NZ_CP159521.1	2514671	2515936	+	(Bla)BlaA2	6-1274/1275	========/======	1/3	99.29	96.38	argannot	NC_010410:2507740-2509014	(Bla)BlaA2	
../data/raw/genomes/GCF_040529255.1_ASM4052925v1_genomic.fna.gz	NZ_CP159521.1	2637630	2638490	-	(Bla)blaTEM-1D	1-861/861	===============	0/0	100.00	100.00	argannot	AF188200:215-1075	(Bla)blaTEM-1D	
../data/raw/genomes/GCF_040529255.1_ASM4052925v1_genomic.fna.gz	NZ_CP159521.1	3710437	3711240	+	(AGly)strA	1-804/804	===============	0/0	100.00	100.00	argannot	AB366441:22458-23261	(AGly)strA	
../data/raw/genomes/GCF_040529255.1_ASM4052925v1_genomic.fna.gz	NZ_CP159521.1	3711240	3712076	+	(AGly)strB	1-837/837	===============	0/0	100.00	100.00	argannot	FJ474091:264-1100	(AGly)strB	
../data/raw/genomes/GCF_040529255.1_ASM4052925v1_genomic.fna.gz	NZ_CP159521.1	3715449	3716648	+	(Tet)tetB	1-1200/1206	===============	0/0	99.50	99.75	argannot	AB089594:1-1206	(Tet)tetB	
../data/raw/genomes/GCF_040529255.1_ASM4052925v1_genomic.fna.gz	NZ_CP159521.1	3720099	3720920	+	(Bla)blaOXA-23	1-822/822	===============	0/0	100.00	100.00	argannot	EF120622:1499-2320	(Bla)blaOXA-23	
../data/raw/genomes/GCF_040529255.1_ASM4052925v1_genomic.fna.gz	NZ_CP159521.1	3734084	3734899	-	(Sul)sul2	1-816/816	===============	0/0	100.00	100.00	argannot	EU360945:1617-2432	(Sul)sul2	
../data/raw/genomes/GCF_040529255.1_ASM4052925v1_genomic.fna.gz	NZ_CP159521.1	3827483	3828271	-	(AGly)ant(3'')-IIa	1-789/789	===============	0/0	100.00	97.97	argannot	NG_054648:101-889	(AGly)ant(3'')-IIa	
../data/raw/genomes/GCF_040529255.1_ASM4052925v1_genomic.fna.gz	NZ_CP159521.1	3876836	3877654	-	(Bla)blaOXA-23	1-822/822	========/======	1/3	99.64	99.64	argannot	EF120622:1499-2320	(Bla)blaOXA-23	
../data/raw/genomes/GCF_040529265.1_ASM4052926v1_genomic.fna.gz	NZ_CP159522.1	851300	852262	+	(Bla)Zn-dependent_hydrolase	1-963/963	===============	0/0	100.00	98.75	argannot	NC_010410:882015-882977	(Bla)Zn-dependent_hydrolase	
../data/raw/genomes/GCF_040529265.1_ASM4052926v1_genomic.fna.gz	NZ_CP159522.1	1158749	1159900	-	(Bla)blaADC-73	1-1152/1152	===============	0/0	100.00	100.00	argannot	KP881233:1-1152	(Bla)blaADC-73	
../data/raw/genomes/GCF_040529265.1_ASM4052926v1_genomic.fna.gz	NZ_CP159522.1	1335724	1336497	+	(AGly)armA	1-774/774	===============	0/0	100.00	100.00	argannot	AY220558:1978-2751	(AGly)armA	
../data/raw/genomes/GCF_040529265.1_ASM4052926v1_genomic.fna.gz	NZ_CP159522.1	1338796	1340271	+	(MLS)msr(E)	1-1476/1476	===============	0/0	100.00	100.00	argannot	JF769133:7246-8721	(MLS)msr(E)	
../data/raw/genomes/GCF_040529265.1_ASM4052926v1_genomic.fna.gz	NZ_CP159522.1	1340327	1341211	+	(MLS)mph(E)	1-885/885	===============	0/0	100.00	99.89	argannot	JF769133:8777-9661	(MLS)mph(E)	
../data/raw/genomes/GCF_040529265.1_ASM4052926v1_genomic.fna.gz	NZ_CP159522.1	1813200	1814217	-	(Bla)BlaA1	1-1018/1020	===============	0/0	99.80	91.94	argannot	NC_010410:1803480-1804499	(Bla)BlaA1	
../data/raw/genomes/GCF_040529265.1_ASM4052926v1_genomic.fna.gz	NZ_CP159522.1	2012079	2012774	-	(Bla)Mbl	1-696/696	===============	0/0	100.00	98.56	argannot	NC_010410:c1997136-1996441	(Bla)Mbl	
../data/raw/genomes/GCF_040529265.1_ASM4052926v1_genomic.fna.gz	NZ_CP159522.1	2198230	2199054	+	(Bla)blaOXA-66	1-825/825	===============	0/0	100.00	100.00	argannot	EF051061:485-1309	(Bla)blaOXA-66	
../data/raw/genomes/GCF_040529265.1_ASM4052926v1_genomic.fna.gz	NZ_CP159522.1	2514671	2515936	+	(Bla)BlaA2	6-1274/1275	========/======	1/3	99.29	96.38	argannot	NC_010410:2507740-2509014	(Bla)BlaA2	
../data/raw/genomes/GCF_040529265.1_ASM4052926v1_genomic.fna.gz	NZ_CP159522.1	2637630	2638490	-	(Bla)blaTEM-1D	1-861/861	===============	0/0	100.00	100.00	argannot	AF188200:215-1075	(Bla)blaTEM-1D	
../data/raw/genomes/GCF_040529265.1_ASM4052926v1_genomic.fna.gz	NZ_CP159522.1	3710430	3711233	+	(AGly)strA	1-804/804	===============	0/0	100.00	100.00	argannot	AB366441:22458-23261	(AGly)strA	
../data/raw/genomes/GCF_040529265.1_ASM4052926v1_genomic.fna.gz	NZ_CP159522.1	3711233	3712069	+	(AGly)strB	1-837/837	===============	0/0	100.00	100.00	argannot	FJ474091:264-1100	(AGly)strB	
../data/raw/genomes/GCF_040529265.1_ASM4052926v1_genomic.fna.gz	NZ_CP159522.1	3715442	3716641	+	(Tet)tetB	1-1200/1206	===============	0/0	99.50	99.75	argannot	AB089594:1-1206	(Tet)tetB	
../data/raw/genomes/GCF_040529265.1_ASM4052926v1_genomic.fna.gz	NZ_CP159522.1	3720092	3720913	+	(Bla)blaOXA-23	1-822/822	===============	0/0	100.00	100.00	argannot	EF120622:1499-2320	(Bla)blaOXA-23	
../data/raw/genomes/GCF_040529265.1_ASM4052926v1_genomic.fna.gz	NZ_CP159522.1	3734077	3734892	-	(Sul)sul2	1-816/816	===============	0/0	100.00	100.00	argannot	EU360945:1617-2432	(Sul)sul2	
../data/raw/genomes/GCF_040529265.1_ASM4052926v1_genomic.fna.gz	NZ_CP159522.1	3827476	3828264	-	(AGly)ant(3'')-IIa	1-789/789	===============	0/0	100.00	97.97	argannot	NG_054648:101-889	(AGly)ant(3'')-IIa	
../data/raw/genomes/GCF_040529265.1_ASM4052926v1_genomic.fna.gz	NZ_CP159522.1	3876833	3877654	-	(Bla)blaOXA-23	1-822/822	===============	0/0	100.00	100.00	argannot	EF120622:1499-2320	(Bla)blaOXA-23	
../data/raw/genomes/GCF_040529275.1_ASM4052927v1_genomic.fna.gz	NZ_CP159523.1	851300	852262	+	(Bla)Zn-dependent_hydrolase	1-963/963	===============	0/0	100.00	98.75	argannot	NC_010410:882015-882977	(Bla)Zn-dependent_hydrolase	
../data/raw/genomes/GCF_040529275.1_ASM4052927v1_genomic.fna.gz	NZ_CP159523.1	1158749	1159900	-	(Bla)blaADC-73	1-1152/1152	===============	0/0	100.00	100.00	argannot	KP881233:1-1152	(Bla)blaADC-73	
../data/raw/genomes/GCF_040529275.1_ASM4052927v1_genomic.fna.gz	NZ_CP159523.1	1335724	1336497	+	(AGly)armA	1-774/774	===============	0/0	100.00	100.00	argannot	AY220558:1978-2751	(AGly)armA	
../data/raw/genomes/GCF_040529275.1_ASM4052927v1_genomic.fna.gz	NZ_CP159523.1	1338796	1340271	+	(MLS)msr(E)	1-1476/1476	===============	0/0	100.00	100.00	argannot	JF769133:7246-8721	(MLS)msr(E)	
../data/raw/genomes/GCF_040529275.1_ASM4052927v1_genomic.fna.gz	NZ_CP159523.1	1340327	1341211	+	(MLS)mph(E)	1-885/885	===============	0/0	100.00	99.89	argannot	JF769133:8777-9661	(MLS)mph(E)	
../data/raw/genomes/GCF_040529275.1_ASM4052927v1_genomic.fna.gz	NZ_CP159523.1	1813200	1814217	-	(Bla)BlaA1	1-1018/1020	===============	0/0	99.80	91.94	argannot	NC_010410:1803480-1804499	(Bla)BlaA1	
../data/raw/genomes/GCF_040529275.1_ASM4052927v1_genomic.fna.gz	NZ_CP159523.1	2012079	2012774	-	(Bla)Mbl	1-696/696	===============	0/0	100.00	98.56	argannot	NC_010410:c1997136-1996441	(Bla)Mbl	
../data/raw/genomes/GCF_040529275.1_ASM4052927v1_genomic.fna.gz	NZ_CP159523.1	2198230	2199054	+	(Bla)blaOXA-66	1-825/825	===============	0/0	100.00	100.00	argannot	EF051061:485-1309	(Bla)blaOXA-66	
../data/raw/genomes/GCF_040529275.1_ASM4052927v1_genomic.fna.gz	NZ_CP159523.1	2514671	2515936	+	(Bla)BlaA2	6-1274/1275	========/======	1/3	99.29	96.38	argannot	NC_010410:2507740-2509014	(Bla)BlaA2	
../data/raw/genomes/GCF_040529275.1_ASM4052927v1_genomic.fna.gz	NZ_CP159523.1	2637630	2638490	-	(Bla)blaTEM-1D	1-861/861	===============	0/0	100.00	100.00	argannot	AF188200:215-1075	(Bla)blaTEM-1D	
../data/raw/genomes/GCF_040529275.1_ASM4052927v1_genomic.fna.gz	NZ_CP159523.1	3710437	3711240	+	(AGly)strA	1-804/804	===============	0/0	100.00	100.00	argannot	AB366441:22458-23261	(AGly)strA	
../data/raw/genomes/GCF_040529275.1_ASM4052927v1_genomic.fna.gz	NZ_CP159523.1	3711240	3712076	+	(AGly)strB	1-837/837	===============	0/0	100.00	100.00	argannot	FJ474091:264-1100	(AGly)strB	
../data/raw/genomes/GCF_040529275.1_ASM4052927v1_genomic.fna.gz	NZ_CP159523.1	3715449	3716648	+	(Tet)tetB	1-1200/1206	===============	0/0	99.50	99.75	argannot	AB089594:1-1206	(Tet)tetB	
../data/raw/genomes/GCF_040529275.1_ASM4052927v1_genomic.fna.gz	NZ_CP159523.1	3720099	3720920	+	(Bla)blaOXA-23	1-822/822	===============	0/0	100.00	100.00	argannot	EF120622:1499-2320	(Bla)blaOXA-23	
../data/raw/genomes/GCF_040529275.1_ASM4052927v1_genomic.fna.gz	NZ_CP159523.1	3734084	3734899	-	(Sul)sul2	1-816/816	===============	0/0	100.00	100.00	argannot	EU360945:1617-2432	(Sul)sul2	
../data/raw/genomes/GCF_040529275.1_ASM4052927v1_genomic.fna.gz	NZ_CP159523.1	3827483	3828271	-	(AGly)ant(3'')-IIa	1-789/789	===============	0/0	100.00	97.97	argannot	NG_054648:101-889	(AGly)ant(3'')-IIa	
../data/raw/genomes/GCF_040529275.1_ASM4052927v1_genomic.fna.gz	NZ_CP159523.1	3876839	3877660	-	(Bla)blaOXA-23	1-822/822	===============	0/0	100.00	100.00	argannot	EF120622:1499-2320	(Bla)blaOXA-23	
../data/raw/genomes/GCF_040529285.1_ASM4052928v1_genomic.fna.gz	NZ_CP159524.1	851300	852262	+	(Bla)Zn-dependent_hydrolase	1-963/963	===============	0/0	100.00	98.75	argannot	NC_010410:882015-882977	(Bla)Zn-dependent_hydrolase	
../data/raw/genomes/GCF_040529285.1_ASM4052928v1_genomic.fna.gz	NZ_CP159524.1	1158749	1159900	-	(Bla)blaADC-73	1-1152/1152	===============	0/0	100.00	100.00	argannot	KP881233:1-1152	(Bla)blaADC-73	
../data/raw/genomes/GCF_040529285.1_ASM4052928v1_genomic.fna.gz	NZ_CP159524.1	1335724	1336497	+	(AGly)armA	1-774/774	===============	0/0	100.00	100.00	argannot	AY220558:1978-2751	(AGly)armA	
../data/raw/genomes/GCF_040529285.1_ASM4052928v1_genomic.fna.gz	NZ_CP159524.1	1338796	1340271	+	(MLS)msr(E)	1-1476/1476	===============	0/0	100.00	100.00	argannot	JF769133:7246-8721	(MLS)msr(E)	
../data/raw/genomes/GCF_040529285.1_ASM4052928v1_genomic.fna.gz	NZ_CP159524.1	1340327	1341211	+	(MLS)mph(E)	1-885/885	===============	0/0	100.00	99.89	argannot	JF769133:8777-9661	(MLS)mph(E)	
../data/raw/genomes/GCF_040529285.1_ASM4052928v1_genomic.fna.gz	NZ_CP159524.1	1813200	1814217	-	(Bla)BlaA1	1-1018/1020	===============	0/0	99.80	91.94	argannot	NC_010410:1803480-1804499	(Bla)BlaA1	
../data/raw/genomes/GCF_040529285.1_ASM4052928v1_genomic.fna.gz	NZ_CP159524.1	2012079	2012774	-	(Bla)Mbl	1-696/696	===============	0/0	100.00	98.56	argannot	NC_010410:c1997136-1996441	(Bla)Mbl	
../data/raw/genomes/GCF_040529285.1_ASM4052928v1_genomic.fna.gz	NZ_CP159524.1	2198230	2199054	+	(Bla)blaOXA-66	1-825/825	===============	0/0	100.00	100.00	argannot	EF051061:485-1309	(Bla)blaOXA-66	
../data/raw/genomes/GCF_040529285.1_ASM4052928v1_genomic.fna.gz	NZ_CP159524.1	2514671	2515936	+	(Bla)BlaA2	6-1274/1275	========/======	1/3	99.29	96.38	argannot	NC_010410:2507740-2509014	(Bla)BlaA2	
../data/raw/genomes/GCF_040529285.1_ASM4052928v1_genomic.fna.gz	NZ_CP159524.1	2637630	2638490	-	(Bla)blaTEM-1D	1-861/861	===============	0/0	100.00	100.00	argannot	AF188200:215-1075	(Bla)blaTEM-1D	
../data/raw/genomes/GCF_040529285.1_ASM4052928v1_genomic.fna.gz	NZ_CP159524.1	3710437	3711240	+	(AGly)strA	1-804/804	===============	0/0	100.00	100.00	argannot	AB366441:22458-23261	(AGly)strA	
../data/raw/genomes/GCF_040529285.1_ASM4052928v1_genomic.fna.gz	NZ_CP159524.1	3711240	3712076	+	(AGly)strB	1-837/837	===============	0/0	100.00	100.00	argannot	FJ474091:264-1100	(AGly)strB	
../data/raw/genomes/GCF_040529285.1_ASM4052928v1_genomic.fna.gz	NZ_CP159524.1	3715449	3716648	+	(Tet)tetB	1-1200/1206	===============	0/0	99.50	99.75	argannot	AB089594:1-1206	(Tet)tetB	
../data/raw/genomes/GCF_040529285.1_ASM4052928v1_genomic.fna.gz	NZ_CP159524.1	3720099	3720920	+	(Bla)blaOXA-23	1-822/822	===============	0/0	100.00	100.00	argannot	EF120622:1499-2320	(Bla)blaOXA-23	
../data/raw/genomes/GCF_040529285.1_ASM4052928v1_genomic.fna.gz	NZ_CP159524.1	3734084	3734899	-	(Sul)sul2	1-816/816	===============	0/0	100.00	100.00	argannot	EU360945:1617-2432	(Sul)sul2	
../data/raw/genomes/GCF_040529285.1_ASM4052928v1_genomic.fna.gz	NZ_CP159524.1	3827483	3828271	-	(AGly)ant(3'')-IIa	1-789/789	===============	0/0	100.00	97.97	argannot	NG_054648:101-889	(AGly)ant(3'')-IIa	
../data/raw/genomes/GCF_040529285.1_ASM4052928v1_genomic.fna.gz	NZ_CP159524.1	3876852	3877673	-	(Bla)blaOXA-23	1-822/822	===============	0/0	100.00	100.00	argannot	EF120622:1499-2320	(Bla)blaOXA-23	
../data/raw/genomes/GCF_040529295.1_ASM4052929v1_genomic.fna.gz	NZ_CP159525.1	851300	852262	+	(Bla)Zn-dependent_hydrolase	1-963/963	===============	0/0	100.00	98.75	argannot	NC_010410:882015-882977	(Bla)Zn-dependent_hydrolase	
../data/raw/genomes/GCF_040529295.1_ASM4052929v1_genomic.fna.gz	NZ_CP159525.1	1158749	1159900	-	(Bla)blaADC-73	1-1152/1152	===============	0/0	100.00	100.00	argannot	KP881233:1-1152	(Bla)blaADC-73	
../data/raw/genomes/GCF_040529295.1_ASM4052929v1_genomic.fna.gz	NZ_CP159525.1	1335724	1336497	+	(AGly)armA	1-774/774	===============	0/0	100.00	100.00	argannot	AY220558:1978-2751	(AGly)armA	
../data/raw/genomes/GCF_040529295.1_ASM4052929v1_genomic.fna.gz	NZ_CP159525.1	1338796	1340271	+	(MLS)msr(E)	1-1476/1476	===============	0/0	100.00	100.00	argannot	JF769133:7246-8721	(MLS)msr(E)	
../data/raw/genomes/GCF_040529295.1_ASM4052929v1_genomic.fna.gz	NZ_CP159525.1	1340327	1341211	+	(MLS)mph(E)	1-885/885	===============	0/0	100.00	99.89	argannot	JF769133:8777-9661	(MLS)mph(E)	
../data/raw/genomes/GCF_040529295.1_ASM4052929v1_genomic.fna.gz	NZ_CP159525.1	1813200	1814217	-	(Bla)BlaA1	1-1018/1020	===============	0/0	99.80	91.94	argannot	NC_010410:1803480-1804499	(Bla)BlaA1	
../data/raw/genomes/GCF_040529295.1_ASM4052929v1_genomic.fna.gz	NZ_CP159525.1	2012079	2012774	-	(Bla)Mbl	1-696/696	===============	0/0	100.00	98.56	argannot	NC_010410:c1997136-1996441	(Bla)Mbl	
../data/raw/genomes/GCF_040529295.1_ASM4052929v1_genomic.fna.gz	NZ_CP159525.1	2198230	2199054	+	(Bla)blaOXA-66	1-825/825	===============	0/0	100.00	100.00	argannot	EF051061:485-1309	(Bla)blaOXA-66	
../data/raw/genomes/GCF_040529295.1_ASM4052929v1_genomic.fna.gz	NZ_CP159525.1	2514671	2515936	+	(Bla)BlaA2	6-1274/1275	========/======	1/3	99.29	96.38	argannot	NC_010410:2507740-2509014	(Bla)BlaA2	
../data/raw/genomes/GCF_040529295.1_ASM4052929v1_genomic.fna.gz	NZ_CP159525.1	2637630	2638490	-	(Bla)blaTEM-1D	1-861/861	===============	0/0	100.00	100.00	argannot	AF188200:215-1075	(Bla)blaTEM-1D	
../data/raw/genomes/GCF_040529295.1_ASM4052929v1_genomic.fna.gz	NZ_CP159525.1	3710437	3711240	+	(AGly)strA	1-804/804	===============	0/0	100.00	100.00	argannot	AB366441:22458-23261	(AGly)strA	
../data/raw/genomes/GCF_040529295.1_ASM4052929v1_genomic.fna.gz	NZ_CP159525.1	3711240	3712076	+	(AGly)strB	1-837/837	===============	0/0	100.00	100.00	argannot	FJ474091:264-1100	(AGly)strB	
../data/raw/genomes/GCF_040529295.1_ASM4052929v1_genomic.fna.gz	NZ_CP159525.1	3715449	3716648	+	(Tet)tetB	1-1200/1206	===============	0/0	99.50	99.75	argannot	AB089594:1-1206	(Tet)tetB	
../data/raw/genomes/GCF_040529295.1_ASM4052929v1_genomic.fna.gz	NZ_CP159525.1	3720099	3720920	+	(Bla)blaOXA-23	1-822/822	===============	0/0	100.00	100.00	argannot	EF120622:1499-2320	(Bla)blaOXA-23	
../data/raw/genomes/GCF_040529295.1_ASM4052929v1_genomic.fna.gz	NZ_CP159525.1	3734084	3734899	-	(Sul)sul2	1-816/816	===============	0/0	100.00	100.00	argannot	EU360945:1617-2432	(Sul)sul2	
../data/raw/genomes/GCF_040529295.1_ASM4052929v1_genomic.fna.gz	NZ_CP159525.1	3827483	3828271	-	(AGly)ant(3'')-IIa	1-789/789	===============	0/0	100.00	97.97	argannot	NG_054648:101-889	(AGly)ant(3'')-IIa	
../data/raw/genomes/GCF_040529295.1_ASM4052929v1_genomic.fna.gz	NZ_CP159525.1	3876851	3877672	-	(Bla)blaOXA-23	1-822/822	===============	0/0	100.00	100.00	argannot	EF120622:1499-2320	(Bla)blaOXA-23	
../data/raw/genomes/GCF_040529305.1_ASM4052930v1_genomic.fna.gz	NZ_CP159526.1	851300	852262	+	(Bla)Zn-dependent_hydrolase	1-963/963	===============	0/0	100.00	98.75	argannot	NC_010410:882015-882977	(Bla)Zn-dependent_hydrolase	
../data/raw/genomes/GCF_040529305.1_ASM4052930v1_genomic.fna.gz	NZ_CP159526.1	1158749	1159900	-	(Bla)blaADC-73	1-1152/1152	===============	0/0	100.00	100.00	argannot	KP881233:1-1152	(Bla)blaADC-73	
../data/raw/genomes/GCF_040529305.1_ASM4052930v1_genomic.fna.gz	NZ_CP159526.1	1335724	1336497	+	(AGly)armA	1-774/774	===============	0/0	100.00	100.00	argannot	AY220558:1978-2751	(AGly)armA	
../data/raw/genomes/GCF_040529305.1_ASM4052930v1_genomic.fna.gz	NZ_CP159526.1	1338796	1340271	+	(MLS)msr(E)	1-1476/1476	===============	0/0	100.00	100.00	argannot	JF769133:7246-8721	(MLS)msr(E)	
../data/raw/genomes/GCF_040529305.1_ASM4052930v1_genomic.fna.gz	NZ_CP159526.1	1340327	1341211	+	(MLS)mph(E)	1-885/885	===============	0/0	100.00	99.89	argannot	JF769133:8777-9661	(MLS)mph(E)	
../data/raw/genomes/GCF_040529305.1_ASM4052930v1_genomic.fna.gz	NZ_CP159526.1	1813200	1814217	-	(Bla)BlaA1	1-1018/1020	===============	0/0	99.80	91.94	argannot	NC_010410:1803480-1804499	(Bla)BlaA1	
../data/raw/genomes/GCF_040529305.1_ASM4052930v1_genomic.fna.gz	NZ_CP159526.1	2012079	2012774	-	(Bla)Mbl	1-696/696	===============	0/0	100.00	98.56	argannot	NC_010410:c1997136-1996441	(Bla)Mbl	
